Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[disease]	Characteristics[ancestry category]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[cell line]	characteristics[cell type]	characteristics[depletion]	characteristics[biological replicate]	assay name	Technology Type	comment[label]	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	comment[MS2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type	factor value[cell line]
Sample 15	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	2	run 88	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_U2OS_4.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_U2OS_4.raw	cell	U2OS
Sample 15	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	2	run 89	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_U2OS_5.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_U2OS_5.raw	cell	U2OS
Sample 15	Homo sapiens	not available	Osteosarcoma	not available	15Y	not available	Female	U2OS	epithelial	no depletion	2	run 90	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_U2OS_6.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_U2OS_6.raw	cell	U2OS
Sample 16	Homo sapiens	not available	Glioblastoma	not available	48Y	not available	Female	GAMG	not available	no depletion	2	run 91	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Gamg_1.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Gamg_1.raw	cell	GAMG
Sample 16	Homo sapiens	not available	Glioblastoma	not available	48Y	not available	Female	GAMG	not available	no depletion	2	run 92	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Gamg_2.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Gamg_2.raw	cell	GAMG
Sample 16	Homo sapiens	not available	Glioblastoma	not available	48Y	not available	Female	GAMG	not available	no depletion	2	run 93	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Gamg_3.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Gamg_3.raw	cell	GAMG
Sample 16	Homo sapiens	not available	Glioblastoma	not available	48Y	not available	Female	GAMG	not available	no depletion	2	run 94	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Gamg_4.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Gamg_4.raw	cell	GAMG
Sample 16	Homo sapiens	not available	Glioblastoma	not available	48Y	not available	Female	GAMG	not available	no depletion	2	run 95	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Gamg_5.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Gamg_5.raw	cell	GAMG
Sample 16	Homo sapiens	not available	Glioblastoma	not available	48Y	not available	Female	GAMG	not available	no depletion	2	run 96	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Gamg_6.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Gamg_6.raw	cell	GAMG
Sample 17	Homo sapiens	not available	not available	not available	not available	Fetus	Female	HEK293	epithelial	no depletion	2	run 97	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Hek293_01.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Hek293_01.raw	cell	HEK293
Sample 17	Homo sapiens	not available	not available	not available	not available	Fetus	Female	HEK293	epithelial	no depletion	2	run 98	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Hek293_02.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Hek293_02.raw	cell	HEK293
Sample 17	Homo sapiens	not available	not available	not available	not available	Fetus	Female	HEK293	epithelial	no depletion	2	run 99	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Hek293_03.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Hek293_03.raw	cell	HEK293
Sample 17	Homo sapiens	not available	not available	not available	not available	Fetus	Female	HEK293	epithelial	no depletion	2	run 100	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Hek293_04.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Hek293_04.raw	cell	HEK293
Sample 17	Homo sapiens	not available	not available	not available	not available	Fetus	Female	HEK293	epithelial	no depletion	2	run 101	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Hek293_05.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Hek293_05.raw	cell	HEK293
Sample 17	Homo sapiens	not available	not available	not available	not available	Fetus	Female	HEK293	epithelial	no depletion	2	run 102	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Hek293_06.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Hek293_06.raw	cell	HEK293
Sample 18	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	not available	30Y6M	not available	Female	HELA	epithelial	no depletion	2	run 103	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HeLa_1.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HeLa_1.raw	cell	HELA
Sample 18	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	not available	30Y6M	not available	Female	HELA	epithelial	no depletion	2	run 104	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HeLa_2.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HeLa_2.raw	cell	HELA
Sample 18	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	not available	30Y6M	not available	Female	HELA	epithelial	no depletion	2	run 105	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HeLa_3.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HeLa_3.raw	cell	HELA
Sample 18	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	not available	30Y6M	not available	Female	HELA	epithelial	no depletion	2	run 106	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HeLa_4.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HeLa_4.raw	cell	HELA
Sample 18	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	not available	30Y6M	not available	Female	HELA	epithelial	no depletion	2	run 107	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HeLa_5.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HeLa_5.raw	cell	HELA
Sample 18	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	not available	30Y6M	not available	Female	HELA	epithelial	no depletion	2	run 108	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HeLa_6.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HeLa_6.raw	cell	HELA
Sample 19	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	2	run 109	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HepG2_1.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HepG2_1.raw	cell	HepG2
Sample 19	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	2	run 110	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HepG2_2.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HepG2_2.raw	cell	HepG2
Sample 19	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	2	run 111	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HepG2_3.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	3	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HepG2_3.raw	cell	HepG2
Sample 19	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	2	run 112	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HepG2_4.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	4	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HepG2_4.raw	cell	HepG2
Sample 19	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	2	run 113	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HepG2_5.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	5	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HepG2_5.raw	cell	HepG2
Sample 19	Homo sapiens	not available	Hepatoblastoma	not available	15Y	not available	Male	HepG2	epithelial-like	no depletion	2	run 114	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HepG2_6.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	6	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HepG2_6.raw	cell	HepG2
Sample 20	Homo sapiens	not available	Childhood T acute lymphoblastic leukemia	not available	14Y	not available	Male	Jurkat	lymphoblast	no depletion	2	run 115	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100730_Velos1_TaGe_SA_Jurkat_01.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	1	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100730_Velos1_TaGe_SA_Jurkat_01.raw	cell	Jurkat
Sample 20	Homo sapiens	not available	Childhood T acute lymphoblastic leukemia	not available	14Y	not available	Male	Jurkat	lymphoblast	no depletion	2	run 116	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100730_Velos1_TaGe_SA_Jurkat_02.raw	NT=Strong anion-exchange chromatography (SAX);AC=PRIDE:0000558	2	AC=MS:1000484; NT=Orbitrap	NT=LTQ Orbitrap Velos;AC=MS:1001742	AC=PRIDE:0000558;NT=SAX	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	AC=MS:1000422;NT=HCD	not available	6 ppm	20 ppm	20100730_Velos1_TaGe_SA_Jurkat_02.raw	cell	Jurkat
