Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[sex]	Characteristics[disease]	Characteristics[individual]	Characteristics[developmental stage]	characteristics[cell type]	characteristics[ancestry category]	assay name	comment[label]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[file uri]	comment[data file]	Material Type
Sample 7	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 131	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	11	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_1_11.raw	kidney_T_1_11.raw	tissue
Sample 7	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 132	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	12	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_1_12.raw	kidney_T_1_12.raw	tissue
Sample 7	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 133	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	13	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_1_13.raw	kidney_T_1_13.raw	tissue
Sample 7	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 134	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	14	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_1_14.raw	kidney_T_1_14.raw	tissue
Sample 7	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 135	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	15	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_1_15.raw	kidney_T_1_15.raw	tissue
Sample 7	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 136	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	16	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_1_16.raw	kidney_T_1_16.raw	tissue
Sample 7	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 137	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	17	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_1_17.raw	kidney_T_1_17.raw	tissue
Sample 7	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 138	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	18	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_1_18.raw	kidney_T_1_18.raw	tissue
Sample 7	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 139	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	19	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_1_19.raw	kidney_T_1_19.raw	tissue
Sample 7	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 140	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	20	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_1_20.raw	kidney_T_1_20.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 141	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_1.raw	kidney_T_2_1.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 142	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_2.raw	kidney_T_2_2.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 143	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_3.raw	kidney_T_2_3.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 144	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_4.raw	kidney_T_2_4.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 145	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_5.raw	kidney_T_2_5.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 146	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_6.raw	kidney_T_2_6.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 147	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	7	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_7.raw	kidney_T_2_7.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 148	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	8	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_8.raw	kidney_T_2_8.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 149	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	9	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_9.raw	kidney_T_2_9.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 150	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	10	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_10.raw	kidney_T_2_10.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 151	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	11	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_11.raw	kidney_T_2_11.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 152	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	12	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_12.raw	kidney_T_2_12.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 153	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	13	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_13.raw	kidney_T_2_13.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 154	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	14	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_14.raw	kidney_T_2_14.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 155	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	15	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_15.raw	kidney_T_2_15.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 156	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	16	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_16.raw	kidney_T_2_16.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 157	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	17	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_17.raw	kidney_T_2_17.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 158	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	18	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_18.raw	kidney_T_2_18.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 159	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	19	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_19.raw	kidney_T_2_19.raw	tissue
Sample 8	Homo sapiens	kidney	not available	not available	not available	not available	not available	not applicable	not applicable	run 160	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	20	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/kidney_T_2_20.raw	kidney_T_2_20.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 161	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_1.raw	bladder_T_1_1.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 162	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_2.raw	bladder_T_1_2.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 163	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_3.raw	bladder_T_1_3.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 164	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_4.raw	bladder_T_1_4.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 165	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_5.raw	bladder_T_1_5.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 166	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_6.raw	bladder_T_1_6.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 167	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	7	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_7.raw	bladder_T_1_7.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 168	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	8	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_8.raw	bladder_T_1_8.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 169	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	9	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_9.raw	bladder_T_1_9.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 170	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	10	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_10.raw	bladder_T_1_10.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 171	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	11	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_11.raw	bladder_T_1_11.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 172	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	12	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_12.raw	bladder_T_1_12.raw	tissue
Sample 9	Homo sapiens	bladder	not available	not available	not available	not available	not available	not applicable	not applicable	run 173	AC=MS:1002038;NT=label free sample	AC= MS:1002523;NT=Q Exactive HF	13	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	"AC=UNIMOD:7;NT=Deamidated;MT=Variable;TA=N,Q"	20 ppm	0.05 Da	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/10/PXD006833/bladder_T_1_13.raw	bladder_T_1_13.raw	tissue
