source Name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[developmental stage]	characteristics[individual]	assay name	comment[label]	comment[file uri]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters ]	comment[modification parameters]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type
Sample 114	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 114	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR09.raw	9	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR09.raw	tissue
Sample 115	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 115	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR10.raw	10	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR10.raw	tissue
Sample 116	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 116	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR11.raw	11	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR11.raw	tissue
Sample 117	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 117	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR12.raw	12	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR12.raw	tissue
Sample 118	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 118	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR13.raw	13	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR13.raw	tissue
Sample 119	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 119	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR14.raw	14	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR14.raw	tissue
Sample 120	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 120	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR15.raw	15	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR15.raw	tissue
Sample 121	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 121	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01N-01A-23_W_VU_20130104_A0218_8I_R_FR01.raw	1	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01N-01A-23_W_VU_20130104_A0218_8I_R_FR01.raw	tissue
Sample 122	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 122	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01N-01A-23_W_VU_20130104_A0218_8I_R_FR02.raw	2	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01N-01A-23_W_VU_20130104_A0218_8I_R_FR02.raw	tissue
Sample 123	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 123	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01N-01A-23_W_VU_20130104_A0218_8I_R_FR03.raw	3	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01N-01A-23_W_VU_20130104_A0218_8I_R_FR03.raw	tissue
Sample 124	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 124	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01N-01A-23_W_VU_20130104_A0218_8I_R_FR04.raw	4	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01N-01A-23_W_VU_20130104_A0218_8I_R_FR04.raw	tissue
Sample 125	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 125	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR05.raw	5	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR05.raw	tissue
Sample 126	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 126	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR06.raw	6	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR06.raw	tissue
Sample 127	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 127	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR07.raw	7	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR07.raw	tissue
Sample 128	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 128	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR08.raw	8	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR08.raw	tissue
Sample 129	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 129	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR09.raw	9	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR09.raw	tissue
Sample 130	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 130	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR10.raw	10	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR10.raw	tissue
Sample 131	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 131	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR11.raw	11	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR11.raw	tissue
Sample 132	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 132	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR12.raw	12	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR12.raw	tissue
Sample 133	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 133	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR13.raw	13	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR13.raw	tissue
Sample 134	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 134	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR14.raw	14	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR14.raw	tissue
Sample 135	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 135	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR15.raw	15	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR15.raw	tissue
Sample 136	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 136	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01W-01A-23_W_VU_20121115_A0218_6C_R_FR01.raw	1	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01W-01A-23_W_VU_20121115_A0218_6C_R_FR01.raw	tissue
Sample 137	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 137	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01W-01A-23_W_VU_20121115_A0218_6C_R_FR02.raw	2	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01W-01A-23_W_VU_20121115_A0218_6C_R_FR02.raw	tissue
Sample 138	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 138	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01W-01A-23_W_VU_20121115_A0218_6C_R_FR03.raw	3	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01W-01A-23_W_VU_20121115_A0218_6C_R_FR03.raw	tissue
Sample 139	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 139	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01W-01A-23_W_VU_20121115_A0218_6C_R_FR04.raw	4	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01W-01A-23_W_VU_20121115_A0218_6C_R_FR04.raw	tissue
Sample 140	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 140	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01W-01A-23_W_VU_20121115_A0218_6C_R_FR05.raw	5	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01W-01A-23_W_VU_20121115_A0218_6C_R_FR05.raw	tissue
Sample 141	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 141	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01W-01A-23_W_VU_20121115_A0218_6C_R_FR06.raw	6	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01W-01A-23_W_VU_20121115_A0218_6C_R_FR06.raw	tissue
Sample 142	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 142	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR07.raw	7	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR07.raw	tissue
Sample 143	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 143	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR08.raw	8	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR08.raw	tissue
Sample 144	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 144	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR09.raw	9	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR09.raw	tissue
Sample 145	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 145	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR10.raw	10	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR10.raw	tissue
Sample 146	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 146	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR11.raw	11	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR11.raw	tissue
Sample 147	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 147	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR12.raw	12	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR12.raw	tissue
Sample 148	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 148	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR13.raw	13	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR13.raw	tissue
Sample 149	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 149	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR14.raw	14	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR14.raw	tissue
Sample 150	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 150	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR15.raw	15	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR15.raw	tissue
